parcel_address_reg,parcel_address_prv,parcel_address_mun,parcel_address_brgy,Rainfed Upland_parcelno,Irrigated_parcelno,Rainfed Lowland_parcelno,Undefined_parcelno,All ecosystem_parcelno,Rainfed Upland_farmerno,Irrigated_farmerno,Rainfed Lowland_farmerno,Undefined_farmerno,All ecosystem_farmerno,Rainfed Upland_area,Irrigated_area,Rainfed Lowland_area,Undefined_area,All ecosystem_area
REGION XIII (CARAGA),AGUSAN DEL SUR,TRENTO,SANIGNACIO,3,NA,5,2,10,3,NA,5,2,10,2,NA,5.5,2,9.5
REGION XIII (CARAGA),AGUSAN DEL SUR,TRENTO,SANISIDRO,49,9,44,39,141,47,8,44,38,137,55.73,12.12,37.1728,44.41,149.43280000000001
REGION XIII (CARAGA),AGUSAN DEL SUR,TRENTO,SANROQUE,67,NA,3,6,76,66,NA,2,6,74,90,NA,6.5,6.5,103
REGION XIII (CARAGA),AGUSAN DEL SUR,TRENTO,SANTAMARIA,123,24,24,57,228,123,24,24,57,228,201,31,34.4,130.25,396.65
REGION XIII (CARAGA),AGUSAN DEL SUR,TRENTO,TUDELA,39,74,70,8,191,35,67,63,7,172,47.347,105.2659,88.4457,11.3,252.3586
REGION XIII (CARAGA),AGUSAN DEL SUR,VERUELA,BACAYII,15,NA,51,9,75,15,NA,39,9,63,15.25,NA,58.8669,13.25,87.3669
REGION XIII (CARAGA),AGUSAN DEL SUR,VERUELA,BINONGAN,122,23,101,15,261,121,15,92,11,239,133.79,22.25,120.2676,21.253,297.5606
REGION XIII (CARAGA),AGUSAN DEL SUR,VERUELA,CAIGANGAN,12,4,41,2,59,11,3,37,2,53,12.03,13.25,44.47,1.42,71.17
REGION XIII (CARAGA),AGUSAN DEL SUR,VERUELA,DELMONTE,14,11,20,1,46,14,10,15,1,40,14.069799999999999,14.9463,23.2961,1,53.3122
REGION XIII (CARAGA),AGUSAN DEL SUR,VERUELA,DONMATEO,9,6,262,14,291,8,3,220,14,245,14.6675,11.99,415.9883,18.3,460.9458
REGION XIII (CARAGA),AGUSAN DEL SUR,VERUELA,LAFORTUNA,NA,117,375,21,513,NA,99,294,19,412,NA,137.4286,505.3949,32.45,675.2735
REGION XIII (CARAGA),AGUSAN DEL SUR,VERUELA,LIMOT,3,1,13,1,18,3,1,12,1,17,2.5,1.5,15.2,2,21.2
REGION XIII (CARAGA),AGUSAN DEL SUR,VERUELA,MAGSAYSAY,48,80,146,19,293,44,54,117,19,234,87.25,126.041,249.7164,37.5096,500.517
REGION XIII (CARAGA),AGUSAN DEL SUR,VERUELA,MASAYAN,7,10,219,19,255,7,5,188,18,218,13.7628,13.8149,380.2359,29.2974,437.111
REGION XIII (CARAGA),AGUSAN DEL SUR,VERUELA,POBLACION,18,23,405,122,568,15,17,327,121,480,27.1311,31.8249,754.6507,226.1544,1039.7611
REGION XIII (CARAGA),AGUSAN DEL SUR,VERUELA,SAMPAGUITA,181,89,119,24,413,169,71,80,21,341,225.826,167.38,160.2414,33.3649,586.8123
REGION XIII (CARAGA),AGUSAN DEL SUR,VERUELA,SANGABRIEL,16,19,507,34,576,14,19,495,33,561,29,42.1163,1105.2414,61.39,1237.7477
REGION XIII (CARAGA),AGUSAN DEL SUR,VERUELA,SANTA EMELIA,1,NA,NA,NA,1,1,NA,NA,NA,1,0,NA,NA,NA,0
REGION XIII (CARAGA),AGUSAN DEL SUR,VERUELA,SANTACRUZ,NA,NA,2,3,5,NA,NA,2,3,5,NA,NA,2.5,11.7,14.2
REGION XIII (CARAGA),AGUSAN DEL SUR,VERUELA,SANTAEMELIA,28,6,30,16,80,28,6,26,16,76,26.25,6.7,25.3,20.45,78.7
REGION XIII (CARAGA),AGUSAN DEL SUR,VERUELA,SAWAGAN,21,1,8,1,31,21,1,8,1,31,18.5,0.5,4.8222000000000005,1,24.8222
REGION XIII (CARAGA),AGUSAN DEL SUR,VERUELA,SINOBONG,35,79,70,47,231,31,73,55,46,205,32.38,81.0315,73.609,50.910000000000004,237.9305
REGION XIII (CARAGA),AGUSAN DEL SUR,VERUELA,SISIMON,1,1,NA,1,3,1,1,NA,1,3,1,3,NA,0.75,4.75
REGION XIII (CARAGA),DINAGAT ISLANDS,BASILISA (RIZAL),BENGLEN,22,15,10,1,48,21,15,8,1,45,10.4135,6.2495,2.459,0.25,19.372
REGION XIII (CARAGA),DINAGAT ISLANDS,BASILISA (RIZAL),CATADMAN,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1
REGION XIII (CARAGA),DINAGAT ISLANDS,BASILISA (RIZAL),DIEGAS,13,4,14,3,34,13,4,14,3,34,7.25,2.5,6.14,1.5,17.39
REGION XIII (CARAGA),DINAGAT ISLANDS,BASILISA (RIZAL),DOÑAHELENE,25,77,12,9,123,24,68,11,9,112,14.135,46.0817,5.425,5.75,71.3917
REGION XIII (CARAGA),DINAGAT ISLANDS,BASILISA (RIZAL),FERDINAND,7,15,9,6,37,6,15,7,6,34,5.5,12.3901,6.1611,4.0399,28.0911
REGION XIII (CARAGA),DINAGAT ISLANDS,BASILISA (RIZAL),GEOTINA,8,4,3,1,16,8,4,3,1,16,5.7467,0.6119,1.75,0.25,8.3586
REGION XIII (CARAGA),DINAGAT ISLANDS,BASILISA (RIZAL),MONTAG,35,4,23,21,83,35,3,22,20,80,47.9424,1.3048,11.7078,17.25,78.205
REGION XIII (CARAGA),DINAGAT ISLANDS,BASILISA (RIZAL),NAVARRO,3,NA,1,2,6,3,NA,1,2,6,4.25,NA,1,1.6,6.85
REGION XIII (CARAGA),DINAGAT ISLANDS,BASILISA (RIZAL),NEWNAZARETH,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,0.9,NA,NA,0.9
REGION XIII (CARAGA),DINAGAT ISLANDS,BASILISA (RIZAL),RITAGLENDA,33,68,12,20,133,28,60,11,17,116,13.59,26.4802,7.9935,8.925,56.9887
REGION XIII (CARAGA),DINAGAT ISLANDS,BASILISA (RIZAL),ROMA,3,1,NA,1,5,3,1,NA,1,5,1.5125,1,NA,7,9.5125
REGION XIII (CARAGA),DINAGAT ISLANDS,BASILISA (RIZAL),SANTONIÑO,3,31,4,7,45,3,28,4,6,41,1.4375,16.2227,1.775,3.84,23.2752
REGION XIII (CARAGA),DINAGAT ISLANDS,BASILISA (RIZAL),SERING,6,7,4,1,18,6,6,4,1,17,3.33,7.1941,2.3902,2,14.9143
REGION XIII (CARAGA),DINAGAT ISLANDS,BASILISA (RIZAL),SOMBRADO,11,34,39,7,91,9,24,31,6,70,9.43,9.017900000000001,14.0095,4.4085,36.8659
REGION XIII (CARAGA),DINAGAT ISLANDS,BASILISA (RIZAL),TAG-ABACA,9,11,10,1,31,8,11,9,1,29,6.7963000000000005,7.45,5.83,1,21.0763
REGION XIII (CARAGA),DINAGAT ISLANDS,BASILISA (RIZAL),VILLAECLEO,8,7,3,6,24,8,4,3,5,20,5.93,4.5415,1.7368999999999999,3.75,15.9584
REGION XIII (CARAGA),DINAGAT ISLANDS,BASILISA (RIZAL),VILLAPANTINOPLE,2,NA,1,NA,3,2,NA,1,NA,3,0.35,NA,0.5,NA,0.85
REGION XIII (CARAGA),DINAGAT ISLANDS,CAGDIANAO,BOA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,0.5,0.5
REGION XIII (CARAGA),DINAGAT ISLANDS,CAGDIANAO,CABUNGA-AN,14,54,49,13,130,12,44,38,11,105,4.17,28.879,23.323900000000002,7.3488,63.7217
REGION XIII (CARAGA),DINAGAT ISLANDS,CAGDIANAO,DELPILAR,11,1,13,1,26,11,1,11,1,24,5.53,1.5,9.57,1,17.6
REGION XIII (CARAGA),DINAGAT ISLANDS,CAGDIANAO,LAGUNA,4,1,1,1,7,4,1,1,1,7,4.8,1,1,0.5,7.3
REGION XIII (CARAGA),DINAGAT ISLANDS,CAGDIANAO,LEGASPI,13,4,13,2,32,11,4,11,2,28,5.31,3,4.74,2,15.05
REGION XIII (CARAGA),DINAGAT ISLANDS,CAGDIANAO,MA-ATAS,6,46,19,5,76,6,40,14,4,64,6.54,31.8376,11.52,5.25,55.1476
REGION XIII (CARAGA),DINAGAT ISLANDS,CAGDIANAO,MABINI(BORJA),1,NA,NA,NA,1,1,NA,NA,NA,1,1.5,NA,NA,NA,1.5
REGION XIII (CARAGA),DINAGAT ISLANDS,CAGDIANAO,NUEVAESTRELLA,2,17,25,2,46,2,15,19,2,38,0.52,14.58,12.3,0.5,27.9
REGION XIII (CARAGA),DINAGAT ISLANDS,CAGDIANAO,POBLACION,7,29,36,2,74,7,24,18,2,51,1.12,17.5696,9.2226,2.25,30.1622
REGION XIII (CARAGA),DINAGAT ISLANDS,CAGDIANAO,"R.ECLEO,SR.",1,7,18,2,28,1,7,17,2,27,0.25,6.69,9.39,2.5,18.83
REGION XIII (CARAGA),DINAGAT ISLANDS,CAGDIANAO,SANJOSE,1,7,11,9,28,1,5,10,7,23,0.25,1.5373000000000001,3.2600000000000002,5.5,10.5473
REGION XIII (CARAGA),DINAGAT ISLANDS,CAGDIANAO,SANTARITA,1,1,1,NA,3,1,1,1,NA,3,0.25,0.25,0.25,NA,0.75
REGION XIII (CARAGA),DINAGAT ISLANDS,CAGDIANAO,TIGBAO,6,50,35,12,103,6,46,26,12,90,5.1423,24.401,15.8527,6.1,51.496
REGION XIII (CARAGA),DINAGAT ISLANDS,DINAGAT,BAGUMBAYAN,6,3,33,11,53,6,3,33,11,53,4.2,1.8,24.8,8.075,38.875
REGION XIII (CARAGA),DINAGAT ISLANDS,DINAGAT,CAYETANO,7,17,35,6,65,7,17,34,6,64,6.6118,15.57,41.51,5.1,68.7918
REGION XIII (CARAGA),DINAGAT ISLANDS,DINAGAT,ESCOLTA(POB.),NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,0.585,NA,0.585
REGION XIII (CARAGA),DINAGAT ISLANDS,DINAGAT,MAGSAYSAY,4,2,2,NA,8,4,2,2,NA,8,1.05,1.75,2,NA,4.8
REGION XIII (CARAGA),DINAGAT ISLANDS,DINAGAT,WADAS,2,1,5,1,9,2,1,5,1,9,0.7,7,3.75,1.5,12.95
REGION XIII (CARAGA),DINAGAT ISLANDS,LIBJO (ALBOR),ALBOR(POB.),3,NA,2,NA,5,3,NA,2,NA,5,3.1,NA,0.9,NA,4
REGION XIII (CARAGA),DINAGAT ISLANDS,LIBJO (ALBOR),ARELLANO,1,1,3,3,8,1,1,3,3,8,1,0.08,1.25,3.4398,5.7698
REGION XIII (CARAGA),DINAGAT ISLANDS,LIBJO (ALBOR),BAYANIHAN,11,9,6,10,36,10,9,6,8,33,3.58,6.8325000000000005,3.5,5.4282,19.340700000000002
REGION XIII (CARAGA),DINAGAT ISLANDS,LIBJO (ALBOR),DOÑAHELEN,16,38,11,20,85,15,32,11,17,75,8.284,15.4838,7.7018,6.9849,38.4545
REGION XIII (CARAGA),DINAGAT ISLANDS,LIBJO (ALBOR),GARCIA,48,64,17,14,143,44,57,16,13,130,29.3351,33.9568,12.1516,10.1871,85.6306
REGION XIII (CARAGA),DINAGAT ISLANDS,LIBJO (ALBOR),GENERALAGUINALDO(BOLOD-BOLOD),59,88,18,48,213,56,80,17,46,199,49.235,61.4018,16.1425,32.487,159.2663
REGION XIII (CARAGA),DINAGAT ISLANDS,LIBJO (ALBOR),KANIHAAN,4,NA,4,2,10,4,NA,4,2,10,2.325,NA,1.9425,0.5,4.7675
REGION XIII (CARAGA),DINAGAT ISLANDS,LIBJO (ALBOR),LLAMERA,22,33,5,9,69,22,29,5,9,65,12.2131,22.6143,3.1939,3.7,41.7213
REGION XIII (CARAGA),DINAGAT ISLANDS,LIBJO (ALBOR),MAGSAYSAY,2,17,3,4,26,2,15,3,4,24,0.75,11.328,1.1329,2.627,15.8379
REGION XIII (CARAGA),DINAGAT ISLANDS,LIBJO (ALBOR),OSMEÑA,NA,3,NA,NA,3,NA,3,NA,NA,3,NA,5.4,NA,NA,5.4
REGION XIII (CARAGA),DINAGAT ISLANDS,LIBJO (ALBOR),PLARIDEL,8,14,5,4,31,8,11,5,4,28,2.9969,2.5284,3.027,2.85,11.4023
REGION XIII (CARAGA),DINAGAT ISLANDS,LIBJO (ALBOR),QUEZON,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,2.3058,NA,2.3058
REGION XIII (CARAGA),DINAGAT ISLANDS,LIBJO (ALBOR),ROSITA,14,22,NA,22,58,14,19,NA,20,53,14.969,13.724,NA,15.1083,43.8013
REGION XIII (CARAGA),DINAGAT ISLANDS,LIBJO (ALBOR),SANANTONIO(POB.),5,9,2,6,22,5,7,2,6,20,2.4,4.79,1.3299999999999998,3.0304,11.5504
REGION XIII (CARAGA),DINAGAT ISLANDS,LIBJO (ALBOR),SANJOSE,80,159,75,34,348,76,141,67,30,314,49.8488,114.6807,48.6853,22.7624,235.9772
REGION XIII (CARAGA),DINAGAT ISLANDS,LIBJO (ALBOR),SANTONIÑO,14,8,1,11,34,14,8,1,11,34,9.3,4.35,0.5,7.9096,22.0596
REGION XIII (CARAGA),DINAGAT ISLANDS,LORETO,CARMEN(POB.),15,34,17,13,79,13,24,17,13,67,5.758,13.681799999999999,7.7151,7.7889,34.9438
REGION XIII (CARAGA),DINAGAT ISLANDS,LORETO,ESPERANZA,6,40,27,9,82,6,36,24,9,75,1.7295,18.0139,13.5024,6.35,39.5958
REGION XIII (CARAGA),DINAGAT ISLANDS,LORETO,HELENE,1,NA,1,NA,2,1,NA,1,NA,2,0.2,NA,0.25,NA,0.45
REGION XIII (CARAGA),DINAGAT ISLANDS,LORETO,MAGSAYSAY,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,0.23,NA,0.23
REGION XIII (CARAGA),DINAGAT ISLANDS,LORETO,PANAMAON,4,15,7,14,40,3,12,7,14,36,2.3653,7.0388,2.42,10.7303,22.5544
REGION XIII (CARAGA),DINAGAT ISLANDS,LORETO,SAN JUAN (POB.),NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,0,NA,0
REGION XIII (CARAGA),DINAGAT ISLANDS,LORETO,SANJUAN(POB.),15,22,30,7,74,11,13,27,7,58,3.799,6.0427,12.2137,22.687600000000003,44.743
REGION XIII (CARAGA),DINAGAT ISLANDS,LORETO,SANTACRUZ(POB.),8,13,35,3,59,8,8,28,3,47,4.2885,5.5898,20.694,6.11,36.6823
REGION XIII (CARAGA),DINAGAT ISLANDS,LORETO,SANTIAGO(POB.),24,61,31,19,135,18,53,28,19,118,14.0742,39.6472,16.3185,16.735,86.7749
REGION XIII (CARAGA),DINAGAT ISLANDS,SAN JOSE (CAPITAL),CUARINTA,1,NA,NA,2,3,1,NA,NA,2,3,0.25,NA,NA,1.03,1.28
REGION XIII (CARAGA),DINAGAT ISLANDS,SAN JOSE (CAPITAL),DONRUBENECLEO(BALTAZAR),1,NA,NA,3,4,1,NA,NA,3,4,0.025,NA,NA,0.14,0.165
REGION XIII (CARAGA),DINAGAT ISLANDS,SAN JOSE (CAPITAL),LUNA,9,4,2,23,38,9,4,2,18,33,7.0506,2.75,1.75,10.014,21.5646
REGION XIII (CARAGA),DINAGAT ISLANDS,SAN JOSE (CAPITAL),MAHAYAHAY,1,NA,NA,1,2,1,NA,NA,1,2,0.0175,NA,NA,0.108,0.1255
REGION XIII (CARAGA),DINAGAT ISLANDS,SAN JOSE (CAPITAL),SANTACRUZ,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1
REGION XIII (CARAGA),DINAGAT ISLANDS,SAN JOSE (CAPITAL),WILSON,1,NA,NA,1,2,1,NA,NA,1,2,0.5,NA,NA,1,1.5
REGION XIII (CARAGA),DINAGAT ISLANDS,TUBAJON,DIAZ(ROMUALDEZ),11,69,6,39,125,10,57,6,37,110,6.61,44.1081,2.876,23.8054,77.3995
REGION XIII (CARAGA),DINAGAT ISLANDS,TUBAJON,MABINI,38,37,19,56,150,30,33,18,40,121,24.1753,25.3074,13.9894,26.5985,90.0706
REGION XIII (CARAGA),DINAGAT ISLANDS,TUBAJON,MALINAO,23,11,5,22,61,22,10,5,16,53,11.8465,6.6819,2.133,10.5695,31.2309
REGION XIII (CARAGA),DINAGAT ISLANDS,TUBAJON,NAVARRO,9,17,2,14,42,9,17,2,14,42,5.65,13.6,1.3216999999999999,7.6493,28.221
REGION XIII (CARAGA),DINAGAT ISLANDS,TUBAJON,ROXAS,1,NA,1,1,3,1,NA,1,1,3,1,NA,0.12,1,2.12
REGION XIII (CARAGA),DINAGAT ISLANDS,TUBAJON,SANROQUE(POB.),3,NA,NA,NA,3,3,NA,NA,NA,3,2.5,NA,NA,NA,2.5
REGION XIII (CARAGA),DINAGAT ISLANDS,TUBAJON,SANVICENTE(POB.),3,3,16,15,37,3,3,16,12,34,2.6,1,6.7517,6.4164,16.7681
REGION XIII (CARAGA),DINAGAT ISLANDS,TUBAJON,SANTACRUZ(POB.),16,6,51,31,104,13,6,45,25,89,12.5286,3,38.0341,14.768699999999999,68.3314
REGION XIII (CARAGA),SURIGAO DEL NORTE,ALEGRIA,ALIPAO,16,71,24,140,251,16,65,23,123,227,19.28,77.4991,26.4196,185.7333,308.932
REGION XIII (CARAGA),SURIGAO DEL NORTE,ALEGRIA,ANAHAW,8,102,19,4,133,8,97,17,4,126,12.52,122.5226,19.5733,4,158.6159
REGION XIII (CARAGA),SURIGAO DEL NORTE,ALEGRIA,BUDLINGIN,NA,NA,1,2,3,NA,NA,1,2,3,NA,NA,1,1.7,2.7
REGION XIII (CARAGA),SURIGAO DEL NORTE,ALEGRIA,FERLDA,NA,5,NA,NA,5,NA,5,NA,NA,5,NA,5.75,NA,NA,5.75
REGION XIII (CARAGA),SURIGAO DEL NORTE,ALEGRIA,GAMUTON,1,34,2,1,38,1,32,2,1,36,1.5,39.6675,2,1,44.1675
REGION XIII (CARAGA),SURIGAO DEL NORTE,ALEGRIA,JULIOOUANO(POB.),5,20,2,1,28,5,20,2,1,28,2.5051,25.04,3.8838,1,32.4289
REGION XIII (CARAGA),SURIGAO DEL NORTE,ALEGRIA,OMBONG,2,47,NA,10,59,2,43,NA,10,55,2,44.191,NA,6.9,53.091
REGION XIII (CARAGA),SURIGAO DEL NORTE,ALEGRIA,POBLACION(ALEGRIA),4,133,34,5,176,4,113,23,5,145,3.0175,131.6225,29.1744,5.432,169.2464
REGION XIII (CARAGA),SURIGAO DEL NORTE,ALEGRIA,PONGTUD,21,162,24,1,208,20,160,24,1,205,22.2491,188.6356,27.3759,1,239.2606
REGION XIII (CARAGA),SURIGAO DEL NORTE,ALEGRIA,SANJUAN,11,126,44,8,189,11,114,33,8,166,7.0246,112.9616,34.3476,10,164.3338
REGION XIII (CARAGA),SURIGAO DEL NORTE,ALEGRIA,SANPEDRO,11,187,36,24,258,11,165,27,23,226,12.5609,221.5657,38.231,29.7224,302.08
REGION XIII (CARAGA),SURIGAO DEL NORTE,BACUAG,CABUGAO,31,40,110,62,243,31,39,109,58,237,21.6404,29.0586,82.7703,43.1892,176.6585
REGION XIII (CARAGA),SURIGAO DEL NORTE,BACUAG,CAMBUAYON,1,2,4,NA,7,1,2,3,NA,6,0.5,2,2.1385,NA,4.6385
REGION XIII (CARAGA),SURIGAO DEL NORTE,BACUAG,CAMPO,33,24,88,17,162,33,24,83,17,157,26.1975,19.6986,67.67229999999999,13.25,126.8184
REGION XIII (CARAGA),SURIGAO DEL NORTE,BACUAG,DUGSANGON,24,50,79,21,174,24,47,66,20,157,11.9477,29.2201,42.8503,14.0174,98.0355
REGION XIII (CARAGA),SURIGAO DEL NORTE,BACUAG,PAUTAO,24,104,71,41,240,24,100,60,39,223,17.194,79.6077,45.4928,26.5339,168.8284
REGION XIII (CARAGA),SURIGAO DEL NORTE,BACUAG,PAYAPAG,21,32,14,16,83,19,31,14,14,78,16.3336,23.7764,11.8656,11.189,63.1646
REGION XIII (CARAGA),SURIGAO DEL NORTE,BACUAG,POBLACION,37,27,58,36,158,37,26,47,34,144,25.6743,19.0104,35.3144,28.0839,108.083
REGION XIII (CARAGA),SURIGAO DEL NORTE,BACUAG,PUNGTOD,17,24,7,13,61,17,24,7,12,60,10.8,15.7722,3.85,7.048,37.4702
REGION XIII (CARAGA),SURIGAO DEL NORTE,BACUAG,SANTOROSARIO,NA,NA,1,2,3,NA,NA,1,2,3,NA,NA,1.8,2.6,4.4
REGION XIII (CARAGA),SURIGAO DEL NORTE,BURGOS,BAYBAY,3,1,NA,1,5,3,1,NA,1,5,1.603,0.2,NA,0.7049,2.5079000000000002
REGION XIII (CARAGA),SURIGAO DEL NORTE,BURGOS,BITAUG,3,2,1,1,7,3,2,1,1,7,1.3,0.37,0.3,0.247,2.217
REGION XIII (CARAGA),SURIGAO DEL NORTE,BURGOS,MATIN-AO,1,1,NA,NA,2,1,1,NA,NA,2,1,1,NA,NA,2
REGION XIII (CARAGA),SURIGAO DEL NORTE,BURGOS,POBLACION1,6,3,6,2,17,6,3,6,2,17,5.6485,2.5,4.3331,3.83,16.3116
REGION XIII (CARAGA),SURIGAO DEL NORTE,BURGOS,POBLACION2,5,4,8,NA,17,5,4,8,NA,17,3.1446,4.8,5.525,NA,13.4696
REGION XIII (CARAGA),SURIGAO DEL NORTE,BURGOS,SANMATEO,1,5,22,NA,28,1,5,19,NA,25,1,3.8586,28.0444,NA,32.903
REGION XIII (CARAGA),SURIGAO DEL NORTE,CLAVER,BAGAKAY(POB.WEST),1,2,13,NA,16,1,2,12,NA,15,0.5,1.12,6.4458,NA,8.0658
REGION XIII (CARAGA),SURIGAO DEL NORTE,CLAVER,CABUGO,2,NA,51,NA,53,2,NA,32,NA,34,2,NA,24.879,NA,26.879
REGION XIII (CARAGA),SURIGAO DEL NORTE,CLAVER,DAYWAN,3,224,68,1,296,3,169,54,1,227,1.4400000000000002,120.4211,36.0451,0.32,158.2262
REGION XIII (CARAGA),SURIGAO DEL NORTE,CLAVER,LADGARON(POB.),20,110,66,6,202,14,78,49,6,147,8.4952,54.3214,30.6382,2.807,96.2618
REGION XIII (CARAGA),SURIGAO DEL NORTE,CLAVER,MAGALLANES,3,17,113,8,141,3,13,71,6,93,1.9134000000000002,11.3156,62.4293,3.32,78.9783
